# Simulation 1 (Up to date)
# 459 data points written for 22 variables.
# Simulation warnings:
#   No recovery device defined in the simulation.
#   Large angle of attack encountered (180).
#   Stage began to tumble under thrust.
#   Flight Event occurred after landing:  Ejection charge
#
# Time (s),Total velocity (m/s),Angle of attack (°),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CG location (cm),Stability margin calibers (​),Thrust (N),Pitch moment coefficient (​),Yaw moment coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Simulation time step (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,0.084,92.379,0,0,182.112,102.954,6.146e-4,4.929e-5,24.494,NaN,0.258,NaN,NaN,6,28.274,90,0,2.016,15,1013.25,0.01
0.02,0.055,91.552,0,0,182.066,102.908,6.145e-4,4.928e-5,24.494,NaN,0.774,NaN,NaN,6,28.274,90,0,2.044,15,1013.25,0.01
0.03,0.027,90.747,0,0,182.019,102.861,6.144e-4,4.928e-5,24.493,NaN,1.29,NaN,NaN,6,28.274,90,0,2.073,15,1013.25,0.01
0.04,0.001,89.964,0,0,181.973,102.815,6.144e-4,4.927e-5,24.493,NaN,1.806,NaN,NaN,6,28.274,90,0,2.102,15,1013.25,0.01
0.05,0.031,89.165,0,0,181.927,102.769,6.143e-4,4.927e-5,24.493,NaN,2.322,NaN,NaN,6,28.274,90,0,2.131,15,1013.25,0.01
0.06,0.089,87.609,0,0,181.881,102.723,6.142e-4,4.926e-5,24.492,NaN,2.838,NaN,NaN,6,28.274,90,0,2.135,15,1013.25,0.01
0.07,0.176,85.304,0,0,181.835,102.677,6.142e-4,4.926e-5,24.492,NaN,3.355,NaN,NaN,6,28.274,90,0,2.139,15,1013.25,0.01
0.08,0.291,82.275,0,0,181.788,102.63,6.141e-4,4.925e-5,24.491,NaN,3.871,NaN,NaN,6,28.274,90,0,2.143,15,1013.249,0.01
0.09,0.434,78.569,0,0,181.742,102.584,6.14e-4,4.925e-5,24.491,NaN,4.387,NaN,NaN,6,28.274,90,0,2.147,15,1013.249,0.01
0.1,0.606,74.265,0,0,181.696,102.538,6.14e-4,4.924e-5,24.49,NaN,4.903,NaN,NaN,6,28.274,90,0,2.151,15,1013.248,0.01
# Event LIFTOFF occurred at t=0.11 seconds
0.11,0.806,69.447,0,0,181.65,102.492,6.139e-4,4.924e-5,24.49,NaN,5.419,NaN,NaN,6,28.274,90,0,2.15,15,1013.248,0.01
0.12,1.035,64.293,0,0,181.604,102.446,6.138e-4,4.923e-5,24.489,NaN,5.935,NaN,NaN,6,28.274,90,0,2.15,15,1013.247,0.01
0.13,1.292,58.988,0,0,181.558,102.4,6.138e-4,4.923e-5,24.489,NaN,6.451,NaN,NaN,6,28.274,90,0,2.15,15,1013.245,0.01
0.14,1.578,53.715,0,0,181.511,102.353,6.137e-4,4.923e-5,24.488,NaN,6.967,NaN,NaN,6,28.274,90,0,2.15,15,1013.243,0.01
0.15,1.893,48.635,0,0,181.45,102.292,6.136e-4,4.922e-5,24.488,NaN,7.484,NaN,NaN,6,28.274,90,0,2.149,15,1013.241,0.01
0.16,2.238,43.689,0,0,181.33,102.172,6.134e-4,4.921e-5,24.487,NaN,8.042,NaN,NaN,6,28.274,90,0,2.138,14.999,1013.239,0.01
0.17,2.615,39.11,0,0,181.21,102.052,6.133e-4,4.919e-5,24.485,NaN,8.619,NaN,NaN,6,28.274,90,0,2.126,14.999,1013.236,0.01
0.18,3.025,34.956,0,0,181.089,101.931,6.131e-4,4.918e-5,24.484,NaN,9.196,NaN,NaN,6,28.274,90,0,2.114,14.999,1013.233,0.01
0.19,3.466,31.243,0,0,180.969,101.811,6.129e-4,4.917e-5,24.483,NaN,9.772,NaN,NaN,6,28.274,90,0,2.103,14.999,1013.229,0.01
0.2,3.94,27.958,0,0,180.849,101.691,6.127e-4,4.916e-5,24.482,NaN,10.349,NaN,NaN,6,28.274,90,0,2.091,14.999,1013.225,0.01
0.21,4.446,25.252,0,0,180.729,101.571,6.126e-4,4.914e-5,24.481,NaN,10.926,NaN,NaN,6,28.274,90,0,2.097,14.998,1013.22,0.01
0.22,4.984,22.877,0,0,180.608,101.45,6.124e-4,4.913e-5,24.479,NaN,11.503,NaN,NaN,6,28.274,90,0,2.103,14.998,1013.214,0.01
0.23,5.554,20.79,0,0,180.477,101.319,6.122e-4,4.912e-5,24.478,NaN,12.081,NaN,NaN,6,28.274,90,0,2.109,14.998,1013.208,0.01
0.24,6.159,18.949,0,0,180.304,101.146,6.119e-4,4.91e-5,24.476,NaN,12.692,NaN,NaN,6,28.274,90,0,2.115,14.997,1013.201,0.01
0.25,6.799,17.322,0,0,180.131,100.973,6.117e-4,4.908e-5,24.474,NaN,13.319,NaN,NaN,6,28.274,90,0,2.12,14.997,1013.194,0.01
0.26,7.474,15.656,0,0,179.958,100.8,6.114e-4,4.906e-5,24.473,NaN,13.946,NaN,NaN,6,28.274,90,0,2.095,14.996,1013.185,0.01
0.27,8.184,14.185,0,0,179.785,100.627,6.112e-4,4.904e-5,24.471,NaN,14.573,NaN,NaN,6,28.274,90,0,2.069,14.996,1013.176,0.01
0.28,8.93,12.885,0,0,179.611,100.453,6.109e-4,4.903e-5,24.469,NaN,15.2,NaN,NaN,6,28.274,90,0,2.043,14.995,1013.166,0.01
0.29,9.712,11.732,0,0,179.438,100.28,6.107e-4,4.901e-5,24.467,NaN,15.827,NaN,NaN,6,28.274,90,0,2.017,14.995,1013.155,0.01
0.3,10.529,10.708,0,0,179.236,100.078,6.104e-4,4.899e-5,24.465,NaN,16.457,NaN,NaN,6,28.274,90,0,1.991,14.994,1013.143,0.01
# Event LAUNCHROD occurred at t=0.309 seconds
0.309,11.339,9.956,0,0,179.026,99.868,6.101e-4,4.896e-5,24.463,NaN,17.087,NaN,NaN,6,28.274,90,0,1.99,14.993,1013.131,0.009
0.314,11.75,9.609,-4.056,-0.002,178.923,99.765,6.099e-4,4.895e-5,24.462,-1.346,17.545,-0.636,-8.803e-5,6,28.274,89.991,180,1.99,14.993,1013.125,0.005
0.319,12.156,9.304,-8.114,-0.003,178.822,99.664,6.098e-4,4.894e-5,24.461,-1.351,17.843,-0.612,2.636e-4,6,28.274,89.963,179.999,1.99,14.993,1013.118,0.005
0.323,12.558,9.041,-12.167,0.003,178.725,99.567,6.096e-4,4.893e-5,24.46,-1.356,18.132,-0.593,-5.894e-5,6,28.274,89.918,180,1.989,14.992,1013.112,0.004
0.327,12.956,8.813,-16.231,0.002,178.63,99.472,6.095e-4,4.892e-5,24.459,-1.36,18.413,-0.575,-4.838e-4,6,28.274,89.858,180,1.989,14.992,1013.106,0.004
0.332,13.347,8.618,-20.297,0.006,178.538,99.38,6.093e-4,4.891e-5,24.458,-1.363,18.686,-0.56,-3.197e-4,6,28.274,89.782,-179.993,1.989,14.992,1013.099,0.004
0.336,13.733,8.454,-24.367,0.008,178.449,99.291,6.092e-4,4.89e-5,24.457,-1.367,18.95,-0.547,1.947e-5,6,28.274,89.692,-179.99,1.989,14.991,1013.093,0.004
0.339,14.111,8.318,-28.435,0.007,178.363,99.205,6.091e-4,4.889e-5,24.456,-1.369,19.206,-0.537,-1.893e-4,6,28.274,89.59,-179.989,1.988,14.991,1013.086,0.004
0.343,14.483,8.207,-32.503,0.007,178.28,99.122,6.09e-4,4.889e-5,24.456,-1.371,19.454,-0.528,-3.133e-4,6,28.274,89.475,-179.988,1.988,14.991,1013.08,0.004
0.347,14.847,8.118,-36.573,0.007,178.2,99.042,6.088e-4,4.888e-5,24.455,-1.373,19.693,-0.521,2.658e-4,6,28.274,89.35,-179.988,1.988,14.99,1013.074,0.004
0.35,15.203,8.05,-40.644,0.011,178.122,98.964,6.087e-4,4.887e-5,24.454,-1.374,19.924,-0.515,9.62e-5,6,28.274,89.215,-179.987,1.987,14.99,1013.068,0.004
0.354,15.55,7.997,-44.714,0.012,178.044,98.886,6.086e-4,4.886e-5,24.453,-1.375,20.148,-0.51,-4.893e-4,6,28.274,89.07,-179.987,1.986,14.99,1013.062,0.003
0.357,15.891,7.96,-48.784,0.013,177.96,98.802,6.085e-4,4.885e-5,24.452,-1.376,20.416,-0.507,2.407e-4,6,28.274,88.918,-179.986,1.984,14.989,1013.056,0.003
0.36,16.224,7.939,-52.854,0.013,177.878,98.72,6.084e-4,4.884e-5,24.451,-1.376,20.697,-0.504,-1.132e-4,6,28.274,88.758,-179.986,1.983,14.989,1013.05,0.003
0.363,16.55,7.931,-56.922,0.011,177.799,98.641,6.082e-4,4.883e-5,24.451,-1.376,20.969,-0.503,-4.071e-4,6,28.274,88.591,-179.986,1.981,14.989,1013.044,0.003
0.366,16.869,7.936,-60.996,0.009,177.723,98.565,6.081e-4,4.883e-5,24.45,-1.376,21.23,-0.503,-4.768e-4,6,28.274,88.419,-179.986,1.98,14.988,1013.038,0.003
0.369,17.18,7.953,-65.07,0.011,177.65,98.492,6.08e-4,4.882e-5,24.449,-1.375,21.483,-0.503,-1.241e-5,6,28.274,88.241,-179.986,1.979,14.988,1013.033,0.003
0.372,17.484,7.98,-69.143,0.013,177.579,98.421,6.079e-4,4.881e-5,24.448,-1.374,21.726,-0.504,3.148e-4,6,28.274,88.059,-179.986,1.977,14.988,1013.027,0.003
0.374,17.78,8.017,-73.214,0.014,177.511,98.353,6.078e-4,4.88e-5,24.448,-1.374,21.96,-0.506,-1.797e-4,6,28.274,87.872,-179.986,1.976,14.987,1013.022,0.003
0.377,18.07,8.062,-77.293,0.015,177.445,98.287,6.077e-4,4.88e-5,24.447,-1.373,22.186,-0.508,4.662e-4,6,28.274,87.682,-179.986,1.975,14.987,1013.016,0.003
0.379,18.359,8.117,-81.47,0.016,177.38,98.222,6.076e-4,4.879e-5,24.446,-1.371,22.407,-0.511,6.2e-5,6,28.274,87.484,-179.986,1.974,14.987,1013.011,0.003
0.382,18.651,8.181,-85.814,0.013,177.315,98.157,6.075e-4,4.878e-5,24.446,-1.37,22.626,-0.515,1.024e-4,6,28.274,87.274,-179.986,1.973,14.986,1013.005,0.003
0.384,18.946,8.256,-90.336,0.015,177.243,98.085,6.074e-4,4.878e-5,24.445,-1.368,22.825,-0.519,-4.092e-4,6,28.274,87.054,-179.986,1.972,14.986,1013,0.003
0.387,19.243,8.341,-95.043,0.011,177.171,98.013,6.073e-4,4.877e-5,24.444,-1.367,22.994,-0.525,4.459e-4,6,28.274,86.823,-179.986,1.97,14.986,1012.994,0.003
0.389,19.543,8.438,-99.943,0.01,177.098,97.94,6.072e-4,4.876e-5,24.443,-1.365,23.164,-0.531,3.391e-4,6,28.274,86.579,-179.986,1.969,14.986,1012.989,0.003
0.392,19.845,8.546,-105.056,0.008,177.026,97.868,6.071e-4,4.875e-5,24.442,-1.362,23.333,-0.538,6.015e-5,6,28.274,86.323,-179.986,1.968,14.985,1012.983,0.003
0.394,20.149,8.665,-110.395,0.008,176.953,97.795,6.07e-4,4.875e-5,24.442,-1.36,23.502,-0.545,-2.415e-4,6,28.274,86.053,-179.987,1.967,14.985,1012.977,0.003
0.397,20.456,8.797,-115.984,0.005,176.88,97.723,6.069e-4,4.874e-5,24.441,-1.357,23.671,-0.554,-3.407e-4,6,28.274,85.771,-179.987,1.966,14.985,1012.971,0.003
0.399,20.765,8.941,-121.832,0.004,176.808,97.65,6.068e-4,4.873e-5,24.44,-1.354,23.84,-0.563,9.969e-5,6,28.274,85.473,-179.987,1.965,14.984,1012.965,0.003
0.402,21.077,9.097,-127.967,4.042e-4,176.735,97.577,6.067e-4,4.872e-5,24.439,-1.351,24.01,-0.573,-1.534e-5,6,28.274,85.161,-179.988,1.963,14.984,1012.959,0.003
0.404,21.391,9.266,-134.394,0.001,176.663,97.505,6.066e-4,4.872e-5,24.439,-1.348,24.179,-0.584,9.604e-6,6,28.274,84.833,-179.988,1.961,14.984,1012.953,0.003
0.407,21.707,9.45,-141.141,-9.479e-4,176.59,97.432,6.065e-4,4.871e-5,24.438,-1.344,24.348,-0.596,2.47e-4,6,28.274,84.489,-179.988,1.96,14.983,1012.946,0.003
0.409,22.025,9.648,-148.236,0.004,176.518,97.36,6.063e-4,4.87e-5,24.437,-1.341,24.517,-0.609,-5.507e-5,6,28.274,84.127,-179.989,1.958,14.983,1012.94,0.003
